id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-10627,10627,train,9579,Women,Ladies,T-shirt,Nike,White / Black,M,Regular,Logo print,100% cotton,All,,Reuse,<50,4,5,,Minor,,2023_06_19_09_15_05,station1,jun2023,Nike T-shirt,T-shirt,White / Black,data/second_hand_clothing/images/train-10627.webp
train-10628,10628,train,9580,Women,Ladies,T-shirt,Zara,White / Black / Purple / Multicolor,S,Regular,Geometric print,100% cotton,All,,Recycle,<50,3,5,,Major,,2023_06_19_09_17_05,station1,jun2023,Zara T-shirt,T-shirt,White / Black / Purple / Multicolor,data/second_hand_clothing/images/train-10628.webp
train-1063,1063,train,978,Women,Ladies,Cardigan,Missing,Black,,Regular,Lace,100% Nylon,All,,Reuse,50-100,5,5,,,,2024_04_26_07_00_32,station1,apr2024,Cardigan,Cardigan,Black,data/second_hand_clothing/images/train-1063.webp
train-10630,10630,train,9581,Women,Ladies,Sweater,Lindex,White,M,Regular,,88% acrylic 12% polyester,All,,Export,<50,3,3,,Minor,,2023_06_19_09_24_18,station1,jun2023,Lindex Sweater,Sweater,White,data/second_hand_clothing/images/train-10630.webp
train-10631,10631,train,9582,Women,Ladies,Blouse,Hillevi,White,S,Regular,Transparent,100% cotton,All,,Recycle,<50,4,4,,,,2023_06_19_09_28_07,station1,jun2023,Hillevi Blouse,Blouse,White,data/second_hand_clothing/images/train-10631.webp
train-10632,10632,train,9583,Women,Ladies,T-shirt,Signature,White / Brown,M,Regular,Floral print,100% cotton,All,,Reuse,<50,5,5,,,Minor,2023_06_19_09_30_37,station1,jun2023,Signature T-shirt,T-shirt,White / Brown,data/second_hand_clothing/images/train-10632.webp
train-10633,10633,train,9584,Women,Ladies,T-shirt,Cubus,White,M,Regular,,100% cotton,All,,Reuse,<50,5,5,,,Minor,2023_06_19_09_31_59,station1,jun2023,Cubus T-shirt,T-shirt,White,data/second_hand_clothing/images/train-10633.webp
train-10634,10634,train,9585,Women,Ladies,Tank top,Lindex,Black,36,Regular,,100% cotton,All,,Reuse,<50,5,5,,,,2023_06_19_09_34_39,station1,jun2023,Lindex Tank top,Tank top,Black,data/second_hand_clothing/images/train-10634.webp
train-10635,10635,train,9586,Women,Ladies,Pajamas,Missing,White / Grey / Pink,S,Regular,Animal print,100% polyester,Winter,,Reuse,<50,5,5,,,,2023_06_19_09_36_43,station1,jun2023,Pajamas,Pajamas,White / Grey / Pink,data/second_hand_clothing/images/train-10635.webp
train-10636,10636,train,9587,Women,Ladies,Sweater,Na-Kd,Beige,S,Regular,Other,53% acrylic 47% cotton,Autumn,,Reuse,<50,4,4,,,Minor,2023_06_19_09_39_10,station1,jun2023,Na-Kd Sweater,Sweater,Beige,data/second_hand_clothing/images/train-10636.webp
train-10637,10637,train,9588,Women,Ladies,Trousers,Lindex,Grey,XL,Loose,,100% polyester,All,,Reuse,50-100,4,5,,,,2023_06_19_10_28_15,station1,jun2023,Lindex Trousers,Trousers,Grey,data/second_hand_clothing/images/train-10637.webp
train-10638,10638,train,9589,Women,Ladies,Top,Zara,White,M,Cropped,,100% polyester,All,,Reuse,50-100,4,5,,,,2023_06_19_10_30_44,station1,jun2023,Zara Top,Top,White,data/second_hand_clothing/images/train-10638.webp
train-10639,10639,train,9590,Women,Ladies,Tunic,Gina Tricot,Multicolor / Beige / Yellow / Pink,36,Loose,Floral print,100% cotton,Summer,,Export,<50,2,4,Major,Minor,,2023_06_19_10_52_55,station1,jun2023,Gina Tricot Tunic,Tunic,Multicolor / Beige / Yellow / Pink,data/second_hand_clothing/images/train-10639.webp
train-10641,10641,train,9592,Women,Ladies,Sweater,Not in the list,Blue,S,Cropped,,100% acryl,All,,Reuse,<50,4,5,,,,2023_06_19_11_11_07,station1,jun2023,Sweater,Sweater,Blue,data/second_hand_clothing/images/train-10641.webp
train-10643,10643,train,9593,Women,Ladies,Blouse,Cellbes,Blue,46,Regular,,100% viscose,All,,Reuse,50-100,4,5,,,,2023_06_19_11_19_10,station1,jun2023,Cellbes Blouse,Blouse,Blue,data/second_hand_clothing/images/train-10643.webp
train-10644,10644,train,9594,Women,Ladies,Dress,Holly And Whyte (Lindex),Blue / White,XL,Regular,Floral print,100% viscose,All,,Reuse,100-150,4,5,,,Minor,2023_06_19_11_22_12,station1,jun2023,Holly And Whyte (Lindex) Dress,Dress,Blue / White,data/second_hand_clothing/images/train-10644.webp
train-10645,10645,train,9595,Women,Ladies,Dress,Cream,Grey,42,Regular,Embroidered,100% viscose,All,,Export,<50,2,2,,Minor,,2023_06_19_11_25_09,station1,jun2023,Cream Dress,Dress,Grey,data/second_hand_clothing/images/train-10645.webp
train-10646,10646,train,9596,Women,Ladies,Top,Missing,Purple,46,Regular,,100% cotton,All,,Export,<50,2,3,,Minor,,2023_06_19_11_27_31,station1,jun2023,Top,Top,Purple,data/second_hand_clothing/images/train-10646.webp
train-10647,10647,train,9597,Women,Ladies,Top,Lindex,White,XL,Regular,,100% viscose,All,,Recycle,<50,2,3,,Minor,Minor,2023_06_19_11_30_32,station1,jun2023,Lindex Top,Top,White,data/second_hand_clothing/images/train-10647.webp
train-10648,10648,train,9598,Women,Ladies,Top,Lindex,Purple,XL,Regular,,100% cotton,All,,Reuse,<50,3,4,,,,2023_06_19_11_32_37,station1,jun2023,Lindex Top,Top,Purple,data/second_hand_clothing/images/train-10648.webp
train-10649,10649,train,9599,Women,Ladies,Top,Not in the list,Red,,Regular,,100% cotton,All,,Reuse,<50,4,5,,,,2023_06_19_11_37_21,station1,jun2023,Top,Top,Red,data/second_hand_clothing/images/train-10649.webp
train-1065,1065,train,980,Men,Men,Blazer,Not in the list,Beige / Green / Blue / Multicolor,,Regular,Checkered print,62% Wool 38% Polyester,All,,Reuse,100-150,5,5,,,,2024_04_26_07_23_49,station1,apr2024,Blazer,Blazer,Beige / Green / Blue / Multicolor,data/second_hand_clothing/images/train-1065.webp
train-10652,10652,train,9601,Women,Ladies,Skirt,Cappuchini,White,48,Regular,,100% cotton,Summer,,Reuse,50-100,4,4,,,,2023_06_19_11_49_07,station1,jun2023,Cappuchini Skirt,Skirt,White,data/second_hand_clothing/images/train-10652.webp
train-10653,10653,train,9602,Women,Ladies,Tunic,Missing,Pink,XXL,Regular,,100% polyester,All,,Reuse,50-100,4,5,,,,2023_06_19_12_09_03,station1,jun2023,Tunic,Tunic,Pink,data/second_hand_clothing/images/train-10653.webp
train-10654,10654,train,9603,Women,Ladies,Tunic,Missing,Multicolor / Turquoise / Yellow / Blue,,Regular,Floral print,100% cotton,All,,Reuse,<50,3,5,,,,2023_06_19_12_13_10,station1,jun2023,Tunic,Tunic,Multicolor / Turquoise / Yellow / Blue,data/second_hand_clothing/images/train-10654.webp
train-10656,10656,train,9604,Women,Ladies,Tunic,Missing,Grey,XXL,Loose,Striped,100% polyester,All,,Reuse,<50,3,5,,,,2023_06_19_12_20_07,station1,jun2023,Tunic,Tunic,Grey,data/second_hand_clothing/images/train-10656.webp
train-10657,10657,train,9605,Women,Ladies,Tunic,Not in the list,Black / White,XL,Regular,Striped,100% cotton,All,,Export,<50,3,3,,Minor,Minor,2023_06_19_12_23_09,station1,jun2023,Tunic,Tunic,Black / White,data/second_hand_clothing/images/train-10657.webp
train-10658,10658,train,9606,Men,Men,Top,Missing,Red,XL,Regular,,68% cotton 32% polyester,All,,Export,<50,2,4,,Minor,Major,2023_06_19_12_26_55,station1,jun2023,Top,Top,Red,data/second_hand_clothing/images/train-10658.webp
train-10659,10659,train,9607,Women,Ladies,Dress,Lindex,Turquoise / Black / Brown,36,Regular,Other,100% cotton,All,,Export,<50,2,4,,,,2023_06_19_12_56_12,station1,jun2023,Lindex Dress,Dress,Turquoise / Black / Brown,data/second_hand_clothing/images/train-10659.webp
train-1066,1066,train,981,Women,Ladies,Tunic,Not in the list,Grey,XL,Loose,,unknown,All,,Export,<50,3,5,,Minor,,2024_04_26_07_26_29,station1,apr2024,Tunic,Tunic,Grey,data/second_hand_clothing/images/train-1066.webp
train-10662,10662,train,9610,Women,Ladies,Top,Missing,Orange / Black,,Regular,Floral print,61% polyester 39% cotton,All,,Export,<50,2,2,,,Minor,2023_06_19_13_06_40,station1,jun2023,Top,Top,Orange / Black,data/second_hand_clothing/images/train-10662.webp
train-10664,10664,train,9612,Men,Men,Shirt,Not in the list,Blue / Yellow,M,Oversize,Checkered print,82% polyester 18% cotton,All,90s,Reuse,<50,3,5,Minor,,Minor,2023_06_19_13_16_22,station1,jun2023,Shirt,Shirt,Blue / Yellow,data/second_hand_clothing/images/train-10664.webp
train-10665,10665,train,9613,Women,Ladies,Top,Esmara (Lidl),Blue,M,Regular,Logo print,100% cotton,All,,Export,<50,3,4,,,,2023_06_19_13_21_24,station1,jun2023,Esmara (Lidl) Top,Top,Blue,data/second_hand_clothing/images/train-10665.webp
train-10666,10666,train,9614,Women,Ladies,Pajamas,Cubus,White / Green / Pink,M,Regular,Floral print,100% cotton,All,,Export,<50,3,4,,,,2023_06_19_13_24_50,station1,jun2023,Cubus Pajamas,Pajamas,White / Green / Pink,data/second_hand_clothing/images/train-10666.webp
train-10667,10667,train,9615,Women,Ladies,Top,Esmara (Lidl),Blue / White,M,Regular,Logo print,100% cotton,All,,Export,<50,3,4,,,,2023_06_19_13_29_26,station1,jun2023,Esmara (Lidl) Top,Top,Blue / White,data/second_hand_clothing/images/train-10667.webp
train-10668,10668,train,9616,Women,Ladies,Top,Lindex,Black,42,V-collar,Lace,100% nylone,All,,Export,<50,3,5,Major,,,2023_06_20_06_14_20,station1,jun2023,Lindex Top,Top,Black,data/second_hand_clothing/images/train-10668.webp
train-10669,10669,train,9617,Men,Men,Top,Not in the list,Black,XL,Regular,Embroidered,100% cotton,All,,Export,<50,5,5,,,,2023_06_20_06_18_40,station1,jun2023,Top,Top,Black,data/second_hand_clothing/images/train-10669.webp
train-1067,1067,train,982,Women,Ladies,Blazer,Balmain,Black,,Cropped,Metallic,100% Cotton,All,80s,Reuse,250-400,5,5,,,,2024_04_26_07_46_45,station1,apr2024,Balmain Blazer,Blazer,Black,data/second_hand_clothing/images/train-1067.webp
train-10670,10670,train,9618,Women,Ladies,Shorts,Not in the list,Grey / White / Yellow,44,Regular,Striped,100% cotton,Summer,Denim,Reuse,50-100,5,5,,,,2023_06_20_06_22_07,station1,jun2023,Shorts,Shorts,Grey / White / Yellow,data/second_hand_clothing/images/train-10670.webp
train-10671,10671,train,9619,Men,Men,Sweater,Not in the list,White / Black,M,Regular,Other,80% cotton 20% polyester,All,none,Export,<50,4,5,,Minor,,2023_06_20_06_27_43,station1,jun2023,Sweater,Sweater,White / Black,data/second_hand_clothing/images/train-10671.webp
train-10674,10674,train,9622,Women,Ladies,Shorts,Lager 157,Blue,S,Regular,,100% cotton,Summer,Denim,Reuse,<50,4,5,,Minor,,2023_06_20_06_39_08,station1,jun2023,Lager 157 Shorts,Shorts,Blue,data/second_hand_clothing/images/train-10674.webp
train-10675,10675,train,9623,Men,Men,Trousers,Nike,Blue / Black / Grey,S,Regular,Geometric print,81% cotton 19% polyester,All,,Reuse,50-100,4,5,,Minor,,2023_06_20_06_44_06,station1,jun2023,Nike Trousers,Trousers,Blue / Black / Grey,data/second_hand_clothing/images/train-10675.webp
train-10676,10676,train,9624,Men,Men,Vest,Missing,Black / White,XL,Regular,Other,100% polyester,All,,Export,<50,4,5,,,Minor,2023_06_20_06_47_57,station1,jun2023,Vest,Vest,Black / White,data/second_hand_clothing/images/train-10676.webp
train-10677,10677,train,9625,Women,Ladies,Top,Stockhlm,Blue,XS,Regular,,58% viscose 42% nylone,All,,Reuse,<50,5,5,,,,2023_06_20_06_50_40,station1,jun2023,Stockhlm Top,Top,Blue,data/second_hand_clothing/images/train-10677.webp
train-10678,10678,train,9626,Men,Men,T-shirt,Not in the list,Black / White / Red,L,Regular,Other,100% cotton,All,,Reuse,<50,5,5,,,,2023_06_20_06_53_55,station1,jun2023,T-shirt,T-shirt,Black / White / Red,data/second_hand_clothing/images/train-10678.webp
train-10679,10679,train,9627,Men,Men,Hoodie,Jack And Jones,White,M,Regular,,100% cotton,All,,Reuse,50-100,5,5,,,,2023_06_20_06_57_36,station1,jun2023,Jack And Jones Hoodie,Hoodie,White,data/second_hand_clothing/images/train-10679.webp
train-1068,1068,train,983,Women,Ladies,Dress,Not in the list,Black,XL,Regular,,100% Viscose,All,,Recycle,<50,3,3,,,,2024_04_26_07_54_08,station1,apr2024,Dress,Dress,Black,data/second_hand_clothing/images/train-1068.webp
train-10680,10680,train,9628,Men,Men,Hoodie,Not in the list,White / Black / Grey,M,Regular,Striped,100% polyester,All,,Export,<50,3,3,,,,2023_06_20_07_00_59,station1,jun2023,Hoodie,Hoodie,White / Black / Grey,data/second_hand_clothing/images/train-10680.webp
train-10682,10682,train,9630,Women,Ladies,Trousers,Mango,Black,38,Regular,,74% polyester 26% cotton,All,,Export,<50,4,4,,,,2023_06_20_07_07_20,station1,jun2023,Mango Trousers,Trousers,Black,data/second_hand_clothing/images/train-10682.webp
train-10683,10683,train,9631,Men,Men,Jacket,Adidas,Blue / Red / White,,Regular,Striped,100% polyester,All,80s,Reuse,50-100,4,5,,Minor,,2023_06_20_07_10_43,station1,jun2023,Adidas Jacket,Jacket,Blue / Red / White,data/second_hand_clothing/images/train-10683.webp
train-10684,10684,train,9632,Women,Ladies,Top,Missing,Blue / White / Green / Multicolor,,Regular,Floral print,100% viscose,All,,Reuse,<50,5,5,,,,2023_06_20_07_14_28,station1,jun2023,Top,Top,Blue / White / Green / Multicolor,data/second_hand_clothing/images/train-10684.webp
train-10685,10685,train,9633,Women,Ladies,Shirt,Not in the list,Blue,XS,Regular,,100% viscose,All,,Reuse,<50,4,5,,,,2023_06_20_07_18_34,station1,jun2023,Shirt,Shirt,Blue,data/second_hand_clothing/images/train-10685.webp
train-10686,10686,train,9634,Women,Ladies,Cardigan,Paon,White,L,Regular,,100% polyester,All,,Reuse,<50,4,5,,,,2023_06_20_07_22_15,station1,jun2023,Paon Cardigan,Cardigan,White,data/second_hand_clothing/images/train-10686.webp
train-10687,10687,train,9635,Women,Ladies,Jacket,Not in the list,White,38,Regular,,82% polyester 18% nylone,All,,Reuse,50-100,4,5,,Minor,,2023_06_20_07_31_32,station1,jun2023,Jacket,Jacket,White,data/second_hand_clothing/images/train-10687.webp
train-10691,10691,train,9638,Women,Ladies,Cardigan,Not in the list,Black,S,Regular,,"88% viscose, 12% cont?",,,Reuse,50-100,4,5,,,,2023_06_20_09_24_38,station1,jun2023,Cardigan,Cardigan,Black,data/second_hand_clothing/images/train-10691.webp
train-10693,10693,train,9640,Men,Men,T-shirt,Lacoste,White,36,Regular,,100% cotton,,,Reuse,50-100,4,5,,,Minor,2023_06_20_09_32_02,station1,jun2023,Lacoste T-shirt,T-shirt,White,data/second_hand_clothing/images/train-10693.webp
train-10695,10695,train,9642,Women,Ladies,Top,Fbsisters (New Yorker),Black,M,V-collar,,100% polyester,,,Recycle,<50,4,3,,,Minor,2023_06_20_09_39_46,station1,jun2023,Fbsisters (New Yorker) Top,Top,Black,data/second_hand_clothing/images/train-10695.webp
train-10696,10696,train,9643,Women,Ladies,T-shirt,Not in the list,Black / Grey,36,C-collar,Logo print,"60% cotton, 40% polyester",,,Export,<50,3,5,,,Minor,2023_06_20_09_42_34,station1,jun2023,T-shirt,T-shirt,Black / Grey,data/second_hand_clothing/images/train-10696.webp
train-10698,10698,train,9645,Women,Ladies,Winter jacket,Part Two,Black,38,Regular,,"100% polyester. 63% nylon, 37% polyester",,,Export,<50,3,5,,Minor,Minor,2023_06_20_09_52_58,station1,jun2023,Part Two Winter jacket,Winter jacket,Black,data/second_hand_clothing/images/train-10698.webp
train-10699,10699,train,9646,Women,Ladies,Shorts,Not in the list,White,XL,Regular,,100% cotton,,,Reuse,50-100,4,5,,,Minor,2023_06_20_09_55_20,station1,jun2023,Shorts,Shorts,White,data/second_hand_clothing/images/train-10699.webp
train-10700,10700,train,9647,Women,Ladies,Shorts,Not in the list,Black,42,Regular,,100% cotton,Summer,,Reuse,50-100,4,5,,,Minor,2023_06_20_09_57_13,station1,jun2023,Shorts,Shorts,Black,data/second_hand_clothing/images/train-10700.webp
train-10701,10701,train,9648,Women,Ladies,Cardigan,Lindex,Pink / Blue,L,Regular,,"67% cotton, 33% viscose",,,Export,<50,2,5,,,Minor,2023_06_20_10_03_39,station1,jun2023,Lindex Cardigan,Cardigan,Pink / Blue,data/second_hand_clothing/images/train-10701.webp
train-10702,10702,train,9649,Women,Ladies,Top,Gina Tricot,Beige,S,C-collar,,"64% polyester, 36% cotton",,,Export,<50,3,3,,,Minor,2023_06_20_10_06_18,station1,jun2023,Gina Tricot Top,Top,Beige,data/second_hand_clothing/images/train-10702.webp
train-10703,10703,train,9650,Women,Ladies,Dress,Missing,Beige / Green / White / Multicolor,,C-collar,Other,100% viscose,All,,Reuse,100-150,4,5,,,,2023_06_20_10_09_29,station1,jun2023,Dress,Dress,Beige / Green / White / Multicolor,data/second_hand_clothing/images/train-10703.webp
train-10704,10704,train,9651,Women,Ladies,Top,Kappahl,Black / White / Pink / Multicolor,36,V-collar,Floral print,"62% cotton, 38% viscose",All,,Export,50-100,3,5,,,Minor,2023_06_20_10_12_33,station1,jun2023,Kappahl Top,Top,Black / White / Pink / Multicolor,data/second_hand_clothing/images/train-10704.webp
train-10707,10707,train,9653,Women,Ladies,Trousers,H&M,Beige / White,L,Tight,Other,"61% cotton, 39% polyeser",All,,Export,<50,3,1,,,,2023_06_20_10_42_44,station1,jun2023,H&M Trousers,Trousers,Beige / White,data/second_hand_clothing/images/train-10707.webp
train-1071,1071,train,985,Men,Men,Blazer,Not in the list,Grey,,Regular,,unknown,All,,Export,<50,2,5,,Minor,,2024_04_26_08_00_56,station1,apr2024,Blazer,Blazer,Grey,data/second_hand_clothing/images/train-1071.webp
train-10711,10711,train,9656,Men,Men,Shorts,Nike,Grey,,,,100% cotton,All,Sports,Recycle,<50,3,2,,,,2023_06_20_11_01_39,station1,jun2023,Nike Shorts,Shorts,Grey,data/second_hand_clothing/images/train-10711.webp
train-10713,10713,train,9658,Men,Men,Shirt,Polo,White / Blue,M,Cropped,Striped,100% cotton,All,,Recycle,<50,3,3,Minor,,,2023_06_20_11_09_10,station1,jun2023,Polo Shirt,Shirt,White / Blue,data/second_hand_clothing/images/train-10713.webp
train-10714,10714,train,9659,Women,Ladies,Hoodie,H&M,Green / Black,M,Loose,Logo print,"76% cotton, 24% polyester",All,,Export,<50,3,2,Minor,Minor,,2023_06_20_11_14_32,station1,jun2023,H&M Hoodie,Hoodie,Green / Black,data/second_hand_clothing/images/train-10714.webp
train-10716,10716,train,9661,Men,Men,Shirt,Polo,Green,L,Cropped,Logo print,100% cotton,All,,Reuse,50-100,4,4,,Minor,,2023_06_20_11_20_31,station1,jun2023,Polo Shirt,Shirt,Green,data/second_hand_clothing/images/train-10716.webp
train-10718,10718,train,9663,Women,Ladies,Tights,H&M,Beige,L,Tight,,"61% cotton, 39% viscose",All,,Export,<50,1,3,Major,,,2023_06_20_11_26_54,station1,jun2023,H&M Tights,Tights,Beige,data/second_hand_clothing/images/train-10718.webp
train-10722,10722,train,9667,Women,Ladies,Shorts,Not in the list,Orange,M,Loose,,100% cotton,All,,Recycle,<50,3,3,,Major,,2023_06_20_11_42_55,station1,jun2023,Shorts,Shorts,Orange,data/second_hand_clothing/images/train-10722.webp
train-10723,10723,train,9668,Men,Men,Trousers,Nike,Black / White,XL,Regular,Logo print,"80% cotton, 20% polyester",All,Sports,Export,<50,1,4,Minor,Major,,2023_06_20_11_47_02,station1,jun2023,Nike Trousers,Trousers,Black / White,data/second_hand_clothing/images/train-10723.webp
train-10725,10725,train,9670,Men,Men,Shirt,Missing,Blue / Beige,,Regular,,"62% cotton, 38% polyester",All,,Export,<50,2,2,Minor,Minor,,2023_06_20_11_53_18,station1,jun2023,Shirt,Shirt,Blue / Beige,data/second_hand_clothing/images/train-10725.webp
train-10727,10727,train,9671,Men,Men,Shirt,Missing,Blue / Green / Red / Multicolor,,V-collar,Striped,100% Cotton,All,,Reuse,<50,3,3,,Minor,,2023_06_20_12_00_41,station1,jun2023,Shirt,Shirt,Blue / Green / Red / Multicolor,data/second_hand_clothing/images/train-10727.webp
train-10731,10731,train,9674,Men,Men,Trousers,Not in the list,Black / White,XXXL,Regular,Striped,100% polyester,All,Sports,Recycle,<50,3,3,,,Minor,2023_06_20_12_25_54,station1,jun2023,Trousers,Trousers,Black / White,data/second_hand_clothing/images/train-10731.webp
train-10733,10733,train,9676,Women,Ladies,Dress,Lindex,Grey,M,V-collar,Other,100% cotton,All,,Recycle,<50,4,5,,Minor,,2023_06_21_05_23_38,station1,jun2023,Lindex Dress,Dress,Grey,data/second_hand_clothing/images/train-10733.webp
train-10734,10734,train,9677,Women,Ladies,Dress,Not in the list,White / Pink / Yellow / Multicolor,XS,Regular,Floral print,100% cotton,All,,Reuse,<50,4,5,,Minor,,2023_06_21_05_26_31,station1,jun2023,Dress,Dress,White / Pink / Yellow / Multicolor,data/second_hand_clothing/images/train-10734.webp
